Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
Debit,4,5,115.08,933.4,Delivered,0,10,Garden & Tools,Eldoret,Kenya,Maria,1195,Flores,Consumer,Eldoret State,93 Main St,94076,100,Hardware,40.2329,-80.017,Africa,Suez,Egypt,1195,32.79,0.05,218.62,0.1847,3,623.07,623.07,115.08,East Africa,Suez Province,Closed,Pressure Washer,218.62,Standard Class
Credit,1,2,-5.25,4697.55,Processing,0,7,Automotive,Shanghai,China,Patricia,1223,Young,Home Office,Shanghai State,119 Pine St,47298,70,Auto Parts,-0.9346,48.0462,Pacific Asia,Chennai,India,1223,32.02,0.2,26.68,-0.041,6,128.06,128.06,-5.25,East Asia,Chennai Province,Complete,Car Phone Mount,26.68,First Class
Credit,1,1,62.63,1541.48,On Hold,0,1,Furniture,Tokyo,Japan,Betty,1225,Anderson,Corporate,Tokyo State,591 Oak St,33002,10,Office Supplies,19.4241,47.1668,Pacific Asia,Sydney,Australia,1225,401.41,0.15,892.03,0.0275,3,2274.68,2274.68,62.63,Oceania,Sydney Province,Closed,Conference Table,892.03,Same Day
Debit,1,1,44.12,4403.21,Shipped,0,10,Garden & Tools,Ottawa,Canada,Sandra,1382,Thomas,Consumer,Ottawa State,537 Oak St,18600,100,Hardware,-19.554,2.3104,USCA,Los Angeles,United States,1382,104.2,0.1,347.33,0.047,3,937.79,937.79,44.12,North America,Los Angeles Province,Complete,Lawn Mower Electric,347.33,Same Day
Debit,3,2,6.1,7173.33,Shipped,0,3,Apparel,Cartagena,Colombia,Barbara,1349,Smith,Corporate,Cartagena State,69 Elm St,79393,30,Fashion,-13.5337,28.5562,LATAM,Rio de Janeiro,Brazil,1349,12.93,0.15,43.1,0.0832,2,73.27,73.27,6.1,South America,Rio de Janeiro Province,Closed,Formal Shirt,43.1,First Class
Credit,1,2,470.3,3747.68,Delivered,0,2,Technology,Mombasa,Kenya,Karen,1510,Wilson,Consumer,Mombasa State,285 Elm St,90358,20,Electronics,-15.3975,-107.4694,Africa,Tamale,Ghana,1510,0.0,0.0,367.15,0.183,7,2570.05,2570.05,470.3,East Africa,Tamale Province,Complete,Monitor 27in,367.15,First Class
Credit,4,5,15.63,6037.63,Delivered,0,4,Sporting Goods,Adelaide,Australia,Nancy,1098,Martin,Consumer,Adelaide State,467 Cedar St,73483,40,Sports,-15.1339,17.6519,Pacific Asia,Perth,Australia,1098,65.47,0.15,109.11,0.0421,4,370.97,370.97,15.63,Oceania,Perth Province,Complete,Running Shoes,109.11,Standard Class
Transfer,4,3,-105.55,4500.17,Delivered,0,10,Garden & Tools,Delhi,India,Matthew,1435,King,Consumer,Delhi State,525 Cedar St,93476,100,Hardware,-18.0904,-130.7622,Pacific Asia,Shenzhen,China,1435,149.32,0.3,99.55,-0.3029,5,348.42,348.42,-105.55,East Asia,Shenzhen Province,Complete,Cordless Drill,99.55,Second Class
Transfer,5,5,74.85,1929.17,Shipped,0,5,Home & Kitchen,Guangzhou,China,Nancy,1760,Green,Corporate,Guangzhou State,591 Cedar St,65203,50,Home,-25.3395,66.6259,Pacific Asia,Brisbane,Australia,1760,35.24,0.05,100.69,0.1118,7,669.59,669.59,74.85,Oceania,Brisbane Province,Pending,Air Fryer,100.69,Standard Class
Credit,6,2,28.82,2167.58,Shipped,1,5,Home & Kitchen,Bangalore,India,James,1137,Garcia,Consumer,Bangalore State,589 Elm St,19120,50,Home,-41.5563,45.2785,Pacific Asia,Sapporo,Japan,1137,97.13,0.1,97.13,0.033,10,874.17,874.17,28.82,South Asia,Sapporo Province,Pending,Air Fryer,97.13,First Class
Credit,2,2,-0.04,1996.28,Delivered,0,6,Health & Beauty,Cape Coast,Ghana,Jessica,1169,Brown,Corporate,Cape Coast State,253 Pine St,25970,60,Health,-53.7926,-27.2593,Africa,Alexandria,Egypt,1169,15.16,0.2,25.27,-0.0007,3,60.65,60.65,-0.04,South Africa,Alexandria Province,Complete,Vitamin C 1000mg,25.27,First Class
Transfer,6,5,2.2,2123.36,Delivered,0,9,Toys & Games,Melbourne,Australia,Christopher,1556,Moore,Consumer,Melbourne State,394 Cedar St,43303,90,Toys,-13.1989,-16.1828,Pacific Asia,Chennai,India,1556,12.46,0.15,27.7,0.0311,3,70.63,70.63,2.2,Oceania,Chennai Province,Pending,Puzzle 1000pc,27.7,Standard Class
Credit,2,3,-16.26,1371.66,Processing,0,9,Toys & Games,Fortaleza,Brazil,Robert,1319,Smith,Corporate,Fortaleza State,230 Main St,17925,90,Toys,63.3284,-34.6885,LATAM,Guadalajara,Mexico,1319,30.05,0.3,100.17,-0.232,1,70.12,70.12,-16.26,South America,Guadalajara Province,Complete,Educational Tablet,100.17,Second Class
Credit,1,1,-104.98,1878.94,Shipped,0,5,Home & Kitchen,Monterrey,Mexico,Matthew,1084,Taylor,Home Office,Monterrey State,890 Elm St,19329,50,Home,29.36,144.1298,LATAM,Fortaleza,Brazil,1084,183.66,0.3,61.22,-0.245,10,428.54,428.54,-104.98,Central America,Fortaleza Province,Closed,Knife Set,61.22,Same Day
Transfer,2,3,-0.54,1991.32,Delivered,0,2,Technology,Busan,South Korea,Betty,1588,Wright,Consumer,Busan State,785 Oak St,18668,20,Electronics,-36.9798,154.5977,Pacific Asia,Hyderabad,India,1588,43.28,0.15,48.09,-0.0022,6,245.26,245.26,-0.54,East Asia,Hyderabad Province,Closed,Wireless Mouse,48.09,Second Class
Transfer,3,1,-9.13,6173.16,Processing,1,6,Health & Beauty,Suez,Egypt,Robert,1090,Martin,Corporate,Suez State,428 Pine St,52081,60,Health,27.1174,121.6293,Africa,Giza,Egypt,1090,27.84,0.3,23.2,-0.1406,4,64.96,64.96,-9.13,East Africa,Giza Province,On Hold,Vitamin C 1000mg,23.2,Same Day
Debit,2,3,696.24,6354.16,Delivered,0,10,Garden & Tools,Port Elizabeth,South Africa,Donald,1696,Smith,Corporate,Port Elizabeth State,55 Main St,71689,100,Hardware,35.3519,1.4336,Africa,Accra,Ghana,1696,0.0,0.0,354.65,0.2454,8,2837.2,2837.2,696.24,West Africa,Accra Province,Complete,Lawn Mower Electric,354.65,Second Class
Transfer,6,3,-200.24,2176.19,Shipped,1,5,Home & Kitchen,Durban,South Africa,Susan,1517,Anderson,Home Office,Durban State,532 Elm St,68580,50,Home,55.6522,-40.4359,Africa,Tamale,Ghana,1517,273.3,0.25,109.32,-0.2442,10,819.9,819.9,-200.24,West Africa,Tamale Province,Complete,Air Fryer,109.32,Second Class
Debit,8,5,266.28,1421.69,Delivered,1,1,Furniture,Tijuana,Mexico,Jennifer,1717,Taylor,Consumer,Tijuana State,421 Cedar St,38883,10,Office Supplies,-2.0236,-138.5564,LATAM,Córdoba,Argentina,1717,0.0,0.0,898.45,0.2964,1,898.45,898.45,266.28,Central America,Córdoba Province,Closed,Conference Table,898.45,Standard Class
Credit,4,3,-41.81,1169.52,Delivered,0,8,Books,Fortaleza,Brazil,Christopher,1738,Johnson,Corporate,Fortaleza State,131 Pine St,15672,80,Media,-51.3878,56.9794,LATAM,Bogotá,Colombia,1738,52.59,0.25,30.05,-0.265,7,157.76,157.76,-41.81,Central America,Bogotá Province,Complete,Business Strategy,30.05,Second Class
Credit,7,3,38.86,3665.36,Shipped,1,3,Apparel,Perth,Australia,Richard,1066,Scott,Consumer,Perth State,87 Cedar St,92213,30,Fashion,-28.4296,67.0456,Pacific Asia,Daegu,South Korea,1066,30.72,0.1,61.43,0.1406,5,276.44,276.44,38.86,South Asia,Daegu Province,Complete,Casual Sneakers,61.43,Second Class
Debit,9,5,-43.73,7317.2,On Hold,1,3,Apparel,Kumasi,Ghana,Ashley,1788,Williams,Corporate,Kumasi State,213 Pine St,32119,30,Fashion,-53.5282,40.1214,Africa,Nairobi,Kenya,1788,79.69,0.3,44.27,-0.2352,6,185.93,185.93,-43.73,East Africa,Nairobi Province,Complete,Formal Shirt,44.27,Standard Class
Credit,5,5,-16.73,6693.7,Shipped,0,3,Apparel,Delhi,India,Nancy,1031,Scott,Corporate,Delhi State,254 Pine St,61876,30,Fashion,-42.9858,49.4703,Pacific Asia,Daejeon,South Korea,1031,99.66,0.25,199.31,-0.056,2,298.97,298.97,-16.73,South Asia,Daejeon Province,Complete,Winter Coat,199.31,Standard Class
Debit,3,3,22.29,2916.47,Processing,0,8,Books,Ottawa,Canada,Dorothy,1768,Allen,Corporate,Ottawa State,967 Cedar St,92150,80,Media,-52.2154,-101.7797,USCA,Los Angeles,United States,1768,0.0,0.0,41.51,0.179,3,124.53,124.53,22.29,North America,Los Angeles Province,Complete,Data Science Handbook,41.51,Second Class
Transfer,1,1,-7.43,1571.69,Delivered,0,7,Automotive,Montreal,Canada,Betty,1381,White,Home Office,Montreal State,671 Main St,34633,70,Auto Parts,-2.5768,140.5672,USCA,New York,United States,1381,50.48,0.2,42.07,-0.0368,6,201.94,201.94,-7.43,North America,New York Province,Pending,Car Vacuum,42.07,Same Day
Transfer,1,1,-64.88,5318.83,Delivered,0,4,Sporting Goods,Salvador,Brazil,Daniel,1305,Wright,Home Office,Salvador State,376 Main St,80048,40,Sports,-8.2969,159.1637,LATAM,Brasília,Brazil,1305,205.43,0.25,164.34,-0.1053,5,616.28,616.28,-64.88,South America,Brasília Province,Complete,Fitness Tracker,164.34,Same Day
Credit,3,2,53.66,3267.34,On Hold,1,4,Sporting Goods,Toronto,Canada,Barbara,1790,Scott,Consumer,Toronto State,205 Pine St,47743,40,Sports,37.0376,-40.095,USCA,Phoenix,United States,1790,14.6,0.05,36.51,0.1934,8,277.48,277.48,53.66,North America,Phoenix Province,Complete,Yoga Mat,36.51,First Class
Credit,4,5,19.81,3673.6,Delivered,0,4,Sporting Goods,Lyon,France,Sarah,1064,Wright,Consumer,Lyon State,587 Oak St,70952,40,Sports,30.9304,90.7454,Europe,Naples,Italy,1064,26.04,0.1,37.2,0.0845,7,234.36,234.36,19.81,Western Europe,Naples Province,Complete,Yoga Mat,37.2,Standard Class
Credit,4,3,119.7,7461.88,Shipped,0,1,Furniture,Chennai,India,Sandra,1514,Young,Consumer,Chennai State,417 Main St,31409,10,Office Supplies,-52.1953,106.6981,Pacific Asia,Perth,Australia,1514,105.13,0.1,175.21,0.1265,6,946.13,946.13,119.7,South Asia,Perth Province,Complete,Bookshelf Unit,175.21,Second Class
Debit,8,5,-114.05,895.54,Processing,1,3,Apparel,Shanghai,China,John,1325,Hill,Corporate,Shanghai State,288 Cedar St,18371,30,Fashion,-25.8165,161.5172,Pacific Asia,Sydney,Australia,1325,365.82,0.25,182.91,-0.1039,8,1097.46,1097.46,-114.05,South Asia,Sydney Province,On Hold,Winter Coat,182.91,Standard Class
Transfer,3,3,220.09,1891.75,Delivered,0,10,Garden & Tools,Giza,Egypt,Charles,1394,Taylor,Consumer,Giza State,870 Cedar St,33741,100,Hardware,-21.8081,-9.9345,Africa,Port Elizabeth,South Africa,1394,0.0,0.0,167.31,0.2192,6,1003.86,1003.86,220.09,West Africa,Port Elizabeth Province,Complete,Tool Set 128pc,167.31,Second Class
Credit,2,1,25.18,790.79,Delivered,1,2,Technology,Buenos Aires,Argentina,Betty,1132,Torres,Corporate,Buenos Aires State,841 Oak St,82924,20,Electronics,-52.2025,155.2524,LATAM,Antofagasta,Chile,1132,39.11,0.1,48.89,0.0715,8,352.01,352.01,25.18,Central America,Antofagasta Province,Complete,Wireless Mouse,48.89,Same Day
Credit,5,2,51.94,7904.05,Shipped,1,8,Books,Daejeon,South Korea,Nancy,1710,Scott,Home Office,Daejeon State,872 Cedar St,68360,80,Media,-0.4591,22.8656,Pacific Asia,Daegu,South Korea,1710,0.0,0.0,32.68,0.1766,9,294.12,294.12,51.94,Oceania,Daegu Province,Complete,Python Programming,32.68,First Class
Transfer,3,3,93.04,244.79,Processing,0,6,Health & Beauty,Mumbai,India,Michael,1615,Wilson,Consumer,Mumbai State,357 Elm St,92118,60,Health,9.4555,-113.5704,Pacific Asia,Guangzhou,China,1615,50.15,0.1,83.58,0.2062,6,451.33,451.33,93.04,East Asia,Guangzhou Province,Pending,Hair Dryer Pro,83.58,Second Class
Transfer,2,3,374.73,1010.19,Processing,0,3,Apparel,Palermo,Italy,Mark,1561,Nelson,Consumer,Palermo State,619 Pine St,14898,30,Fashion,35.0026,25.9365,Europe,Zaragoza,Spain,1561,65.12,0.05,130.25,0.3028,10,1237.38,1237.38,374.73,Southern Europe,Zaragoza Province,Pending,Women's Blazer,130.25,Second Class
Credit,1,1,51.0,2703.48,Shipped,0,4,Sporting Goods,Toronto,Canada,Daniel,1613,Jones,Corporate,Toronto State,169 Elm St,80381,40,Sports,56.4707,-12.7602,USCA,Montreal,Canada,1613,121.09,0.15,100.91,0.0743,8,686.19,686.19,51.0,North America,Montreal Province,Complete,Running Shoes,100.91,Same Day
Transfer,1,2,129.55,2665.52,Processing,0,3,Apparel,Cape Town,South Africa,James,1252,Wilson,Home Office,Cape Town State,967 Cedar St,85909,30,Fashion,33.6016,-69.6346,Africa,Port Harcourt,Nigeria,1252,0.0,0.0,161.99,0.3999,2,323.98,323.98,129.55,East Africa,Port Harcourt Province,Closed,Winter Coat,161.99,First Class
Credit,6,5,-67.04,6468.98,Delivered,1,5,Home & Kitchen,Los Angeles,United States,Michael,1769,Torres,Home Office,Los Angeles State,793 Pine St,67067,50,Home,-6.6662,122.4632,USCA,Calgary,Canada,1769,112.57,0.2,62.54,-0.1489,9,450.29,450.29,-67.04,North America,Calgary Province,Complete,Blender Pro,62.54,Standard Class
Credit,1,1,26.64,2024.97,Delivered,0,5,Home & Kitchen,Palermo,Italy,Karen,1446,Jackson,Consumer,Palermo State,367 Oak St,37964,50,Home,26.2335,-57.4374,Europe,Birmingham,United Kingdom,1446,40.47,0.1,50.59,0.0731,8,364.25,364.25,26.64,Western Europe,Birmingham Province,Complete,Knife Set,50.59,Same Day
Debit,7,3,6.87,2890.44,Delivered,1,8,Books,Glasgow,United Kingdom,Charles,1762,Hill,Home Office,Glasgow State,357 Oak St,90586,80,Media,-21.0623,159.6054,Europe,Frankfurt,Germany,1762,11.69,0.1,29.22,0.0653,4,105.19,105.19,6.87,Western Europe,Frankfurt Province,Closed,Business Strategy,29.22,Second Class
Debit,4,2,-38.27,7284.61,Delivered,1,4,Sporting Goods,London,United Kingdom,Thomas,1298,Wilson,Corporate,London State,892 Main St,67549,40,Sports,52.4878,-130.0888,Europe,London,United Kingdom,1298,62.81,0.3,52.34,-0.2612,4,146.55,146.55,-38.27,Southern Europe,London Province,On Hold,Bicycle Helmet,52.34,First Class
Credit,2,1,148.27,2042.69,Delivered,1,5,Home & Kitchen,Chengdu,China,Charles,1134,Miller,Consumer,Chengdu State,682 Elm St,39392,50,Home,50.1457,-50.9612,Pacific Asia,Perth,Australia,1134,0.0,0.0,59.83,0.2478,10,598.3,598.3,148.27,South Asia,Perth Province,Complete,Knife Set,59.83,Same Day
Credit,5,5,-16.22,1798.89,Shipped,0,7,Automotive,Bogotá,Colombia,Matthew,1586,Nguyen,Corporate,Bogotá State,147 Cedar St,89260,70,Auto Parts,0.9393,50.8533,LATAM,Mendoza,Argentina,1586,51.66,0.2,25.83,-0.0785,10,206.64,206.64,-16.22,Central America,Mendoza Province,Complete,Car Phone Mount,25.83,Standard Class
Credit,2,2,19.33,7681.68,Shipped,0,9,Toys & Games,Chicago,United States,Betty,1359,Williams,Consumer,Chicago State,365 Pine St,32005,90,Toys,22.7043,157.4471,USCA,New York,United States,1359,137.79,0.15,102.07,0.0248,9,780.84,780.84,19.33,North America,New York Province,Complete,Educational Tablet,102.07,First Class
Debit,2,2,149.08,5193.64,Shipped,0,10,Garden & Tools,Sydney,Australia,Dorothy,1067,Young,Consumer,Sydney State,365 Cedar St,66148,100,Hardware,25.9978,-146.5547,Pacific Asia,Delhi,India,1067,394.27,0.1,394.27,0.042,10,3548.43,3548.43,149.08,South Asia,Delhi Province,Pending,Lawn Mower Electric,394.27,First Class
Transfer,6,5,-131.08,4043.66,Delivered,0,3,Apparel,Ottawa,Canada,Charles,1520,Harris,Corporate,Ottawa State,181 Oak St,13027,30,Fashion,-43.7448,-90.2268,USCA,Montreal,Canada,1520,276.62,0.3,115.26,-0.2031,8,645.46,645.46,-131.08,North America,Montreal Province,Closed,Women's Blazer,115.26,Standard Class
Transfer,2,2,15.19,3162.32,Delivered,0,9,Toys & Games,Pretoria,South Africa,Thomas,1130,Adams,Consumer,Pretoria State,433 Pine St,69441,90,Toys,-8.1651,78.0683,Africa,Ibadan,Nigeria,1130,0.0,0.0,48.72,0.3118,1,48.72,48.72,15.19,West Africa,Ibadan Province,Complete,Board Game Premium,48.72,First Class
Debit,2,2,215.48,1669.86,Shipped,0,6,Health & Beauty,Accra,Ghana,Nancy,1034,Flores,Home Office,Accra State,316 Main St,27601,60,Health,-25.6194,132.5023,Africa,Cairo,Egypt,1034,0.0,0.0,57.86,0.3724,10,578.6,578.6,215.48,West Africa,Cairo Province,Complete,Electric Toothbrush,57.86,First Class
Debit,1,2,-31.79,5430.26,Delivered,0,4,Sporting Goods,Nairobi,Kenya,Jennifer,1794,Moore,Consumer,Nairobi State,63 Pine St,40781,40,Sports,1.2212,-49.5374,Africa,Giza,Egypt,1794,60.11,0.25,40.07,-0.1763,6,180.31,180.31,-31.79,South Africa,Giza Province,On Hold,Yoga Mat,40.07,First Class
Debit,6,5,824.71,6904.6,Shipped,0,10,Garden & Tools,Pretoria,South Africa,Maria,1161,White,Corporate,Pretoria State,702 Oak St,68222,100,Hardware,19.3774,85.813,Africa,Luxor,Egypt,1161,0.0,0.0,358.05,0.2303,10,3580.5,3580.5,824.71,South Africa,Luxor Province,Complete,Lawn Mower Electric,358.05,Standard Class
Credit,2,1,-44.36,412.36,Processing,0,8,Books,Mendoza,Argentina,Sarah,1477,Miller,Home Office,Mendoza State,175 Elm St,12942,80,Media,-28.3229,-126.5191,LATAM,Mendoza,Argentina,1477,50.08,0.25,50.08,-0.2953,4,150.24,150.24,-44.36,Central America,Mendoza Province,Complete,Data Science Handbook,50.08,Same Day
Credit,5,5,-27.98,1295.87,Delivered,0,10,Garden & Tools,Guangzhou,China,Jennifer,1516,Thomas,Home Office,Guangzhou State,996 Cedar St,36077,100,Hardware,14.991,50.9543,Pacific Asia,Guangzhou,China,1516,76.96,0.2,384.81,-0.0909,1,307.85,307.85,-27.98,Oceania,Guangzhou Province,Complete,Lawn Mower Electric,384.81,Standard Class
Debit,2,1,121.17,3699.38,Delivered,0,3,Apparel,Mendoza,Argentina,Charles,1747,Wright,Home Office,Mendoza State,97 Main St,28791,30,Fashion,-8.6745,66.3126,LATAM,Rosario,Argentina,1747,0.0,0.0,200.79,0.3017,2,401.58,401.58,121.17,South America,Rosario Province,Complete,Winter Coat,200.79,Same Day
Transfer,5,5,9.25,2692.0,Shipped,0,6,Health & Beauty,Incheon,South Korea,Susan,1396,Wilson,Home Office,Incheon State,311 Elm St,25437,60,Health,1.1698,124.5737,Pacific Asia,Guangzhou,China,1396,113.2,0.2,56.6,0.0204,10,452.8,452.8,9.25,South Asia,Guangzhou Province,Complete,Electric Toothbrush,56.6,Standard Class
Debit,2,1,-22.85,5752.35,Processing,0,9,Toys & Games,Cape Coast,Ghana,Jessica,1169,Brown,Corporate,Cape Coast State,253 Pine St,25970,90,Toys,-53.7926,-27.2593,Africa,Ibadan,Nigeria,1169,43.63,0.2,24.24,-0.1309,9,174.53,174.53,-22.85,East Africa,Ibadan Province,Complete,Puzzle 1000pc,24.24,Same Day
Debit,3,1,-42.36,2923.77,On Hold,1,9,Toys & Games,Houston,United States,David,1374,Flores,Home Office,Houston State,161 Cedar St,43801,90,Toys,-18.4326,77.215,USCA,Houston,United States,1374,83.98,0.25,55.99,-0.1681,6,251.95,251.95,-42.36,North America,Houston Province,Complete,LEGO City Set,55.99,Same Day
Transfer,7,5,66.09,6947.41,Processing,1,1,Furniture,Kano,Nigeria,Thomas,1621,Adams,Consumer,Kano State,115 Cedar St,96374,10,Office Supplies,36.9221,-162.3567,Africa,Abuja,Nigeria,1621,15.96,0.05,159.61,0.2179,2,303.26,303.26,66.09,East Africa,Abuja Province,Pending,Filing Cabinet,159.61,Standard Class
Credit,5,3,25.74,6992.21,Shipped,1,6,Health & Beauty,Shenzhen,China,Jennifer,1461,Miller,Home Office,Shenzhen State,604 Elm St,53365,60,Health,-13.572,58.2405,Pacific Asia,Busan,South Korea,1461,4.69,0.05,46.9,0.2889,2,89.11,89.11,25.74,East Asia,Busan Province,Complete,Face Serum,46.9,Second Class
Debit,2,1,-105.04,3502.4,Processing,0,4,Sporting Goods,Birmingham,United Kingdom,Betty,1037,Harris,Home Office,Birmingham State,732 Elm St,83519,40,Sports,-58.7429,-144.4171,Europe,Palermo,Italy,1037,296.96,0.2,164.98,-0.0884,9,1187.86,1187.86,-105.04,Western Europe,Palermo Province,Complete,Fitness Tracker,164.98,Same Day
Debit,1,1,-11.98,2466.76,On Hold,0,4,Sporting Goods,Los Angeles,United States,Barbara,1405,Torres,Consumer,Los Angeles State,226 Main St,87292,40,Sports,5.6024,-128.1249,USCA,Vancouver,Canada,1405,37.49,0.25,149.95,-0.1066,1,112.46,112.46,-11.98,North America,Vancouver Province,Complete,Fitness Tracker,149.95,Same Day
Transfer,5,2,89.47,401.17,Processing,1,6,Health & Beauty,Chengdu,China,Maria,1493,Torres,Corporate,Chengdu State,963 Elm St,90473,60,Health,25.3028,-72.6005,Pacific Asia,Adelaide,Australia,1493,13.16,0.05,43.88,0.3577,6,250.12,250.12,89.47,East Asia,Adelaide Province,On Hold,Protein Powder 2lb,43.88,First Class
Debit,2,2,70.42,7541.36,Delivered,0,6,Health & Beauty,Vancouver,Canada,William,1542,Adams,Consumer,Vancouver State,506 Elm St,83272,60,Health,-21.6871,66.9928,USCA,Los Angeles,United States,1542,35.82,0.1,59.7,0.2184,6,322.38,322.38,70.42,North America,Los Angeles Province,Complete,Electric Toothbrush,59.7,First Class
Credit,4,5,-71.33,2877.56,Processing,0,5,Home & Kitchen,Vancouver,Canada,Maria,1379,Torres,Corporate,Vancouver State,952 Pine St,58816,50,Home,-57.3697,107.9112,USCA,Toronto,Canada,1379,108.4,0.3,72.27,-0.282,5,252.94,252.94,-71.33,North America,Toronto Province,Complete,Coffee Maker,72.27,Standard Class
Debit,1,1,2.81,4505.57,Delivered,0,7,Automotive,Guangzhou,China,Sandra,1092,Thompson,Consumer,Guangzhou State,683 Cedar St,70552,70,Auto Parts,-6.2778,-106.2219,Pacific Asia,Shenzhen,China,1092,7.04,0.15,46.93,0.0705,1,39.89,39.89,2.81,South Asia,Shenzhen Province,Complete,Tire Inflator,46.93,Same Day
Transfer,5,5,-18.05,2789.86,Delivered,0,9,Toys & Games,Marseille,France,Patricia,1142,Anderson,Consumer,Marseille State,17 Elm St,66446,90,Toys,-37.1597,-40.7295,Europe,Liverpool,United Kingdom,1142,27.7,0.3,92.32,-0.2794,1,64.62,64.62,-18.05,Western Europe,Liverpool Province,On Hold,Educational Tablet,92.32,Standard Class
Transfer,3,3,121.1,6215.48,Delivered,0,6,Health & Beauty,Montreal,Canada,Mark,1042,Hill,Consumer,Montreal State,238 Main St,96511,60,Health,-34.8931,-58.3909,USCA,Montreal,Canada,1042,70.41,0.1,100.58,0.1911,7,633.65,633.65,121.1,North America,Montreal Province,Complete,Hair Dryer Pro,100.58,Second Class
Credit,3,2,36.95,6672.45,Delivered,0,2,Technology,Cape Town,South Africa,Sandra,1040,Garcia,Consumer,Cape Town State,912 Elm St,13248,20,Electronics,-36.6831,144.3257,Africa,Eldoret,Kenya,1040,164.55,0.1,411.37,0.0249,4,1480.93,1480.93,36.95,South Africa,Eldoret Province,Complete,Monitor 27in,411.37,First Class
Debit,4,3,27.71,4067.36,Processing,0,7,Automotive,Montreal,Canada,Lisa,1688,Hill,Corporate,Montreal State,54 Main St,16875,70,Auto Parts,60.232,-110.1982,USCA,Ottawa,Canada,1688,0.0,0.0,93.62,0.296,1,93.62,93.62,27.71,North America,Ottawa Province,Complete,Dash Cam HD,93.62,Second Class
Transfer,6,5,-0.78,7628.78,Shipped,0,6,Health & Beauty,Tokyo,Japan,Richard,1309,King,Corporate,Tokyo State,753 Oak St,66260,60,Health,25.2131,69.2573,Pacific Asia,Guangzhou,China,1309,9.93,0.25,19.86,-0.0261,2,29.79,29.79,-0.78,East Asia,Guangzhou Province,Complete,Vitamin C 1000mg,19.86,Standard Class
Credit,4,3,471.76,4486.22,Delivered,0,2,Technology,La Plata,Argentina,Sarah,1417,Hill,Home Office,La Plata State,704 Elm St,33758,20,Electronics,19.472,94.9159,LATAM,Santiago,Chile,1417,0.0,0.0,454.78,0.2593,4,1819.12,1819.12,471.76,South America,Santiago Province,Complete,Monitor 27in,454.78,Second Class
Credit,2,3,-2.56,1042.44,Delivered,0,1,Furniture,Bangalore,India,Daniel,1391,Scott,Home Office,Bangalore State,315 Oak St,29651,10,Office Supplies,7.2482,-88.2973,Pacific Asia,Delhi,India,1391,302.37,0.15,287.97,-0.0015,7,1713.42,1713.42,-2.56,South Asia,Delhi Province,Complete,Office Chair Pro,287.97,Second Class
